,agencyId,id,propertyDetailsUrl,agencyName,agencyProfilePageUrl,agent,bathrooms,bedrooms,carspaces,postcode,propertyType,result,state,streetName,streetNumber,streetType,suburb,geoLocation.latitude,geoLocation.longitude,unitNumber,price
0,3355,2018025748,https://www.domain.com.au/186-gipps-street-abbotsford-vic-3067-2018025748,BigginScott Richmond,https://www.domain.com.au/real-estate-agencies/bigginscottrichmond-3355,B&S Richmond,2.0,3,1.0,3067,House,AUSP,Vic,Gipps,186,St,Abbotsford,-37.805117,144.9954571,,
1,3709,2018065944,https://www.domain.com.au/407-251-johnston-street-abbotsford-vic-3067-2018065944,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,Jellis Craig Fitzroy,2.0,2,1.0,3067,Unit,AUSD,Vic,Johnston,251,St,Abbotsford,-37.800162,144.9947976,407,
2,4718,2018065051,https://www.domain.com.au/9b-valiant-street-abbotsford-vic-3067-2018065051,Nelson Alexander Fitzroy,https://www.domain.com.au/real-estate-agencies/nelsonalexanderfitzroy-4718,Nelson Alexander Commercial,1.0,2,1.0,3067,Townhouse,AUSD,Vic,Valiant,9B,St,Abbotsford,-37.8012173,144.9988142,,880000.0
3,21535,2018048235,https://www.domain.com.au/175-nicholson-street-abbotsford-vic-3067-2018048235,Jellis Craig Richmond & Surrounds,https://www.domain.com.au/real-estate-agencies/jelliscraigrichmondsurrounds-21535,Jellis Craig Richmond & Surrounds,2.0,5,0.0,3067,House,PTSD,Vic,Nicholson,175,St,Abbotsford,-37.803766,144.9967483,,
4,4722,2018027236,https://www.domain.com.au/51-green-street-airport-west-vic-3042-2018027236,Nelson Alexander Essendon,https://www.domain.com.au/real-estate-agencies/nelsonalexanderessendon-4722,Nelson Alexander Essendon,2.0,3,2.0,3042,House,PTSD,Vic,Green,51,St,Airport West,-37.7282168,144.8856075,,800000.0
5,23688,2018032782,https://www.domain.com.au/52-victory-road-airport-west-vic-3042-2018032782,Airport West Real Estate PTY Ltd,https://www.domain.com.au/real-estate-agencies/airportwestrealestateptyltd-23688,Airport West Real Estate,1.0,2,1.0,3042,House,PTSD,Vic,Victory,52,Rd,Airport West,-37.7180874,144.8872838,,800000.0
6,18211,2018065091,https://www.domain.com.au/9-herbert-place-albert-park-vic-3206-2018065091,Marshall White Port Phillip,https://www.domain.com.au/real-estate-agencies/marshallwhiteportphillip-18211,Marshall White - Port Phillip,1.0,2,0.0,3206,House,AUHB,Vic,Herbert,9,Pl,Albert Park,-37.8438639,144.958882,,1210000.0
7,20260,2018016758,https://www.domain.com.au/20-7-king-edward-avenue-albion-vic-3020-2018016758,Sweeney Estate Agents Sunshine,https://www.domain.com.au/real-estate-agencies/sweeneyestateagentssunshine-20260,Sweeney Estate Agents Sunshine,1.0,1,1.0,3020,Unit,PTSD,Vic,King Edward,7,Av,Albion,-37.782445,144.826264,20,188000.0
8,13411,2017873533,https://www.domain.com.au/16-beldi-street-alfredton-vic-3350-2017873533,Ballarat Real Estate,https://www.domain.com.au/real-estate-agencies/ballaratrealestate-13411,Ballarat Real Estate,2.0,4,2.0,3350,House,PTSD,Vic,Beldi,16,St,Alfredton,-37.5608684,143.7890162,,645000.0
9,5808,2018005077,https://www.domain.com.au/24-echo-place-alfredton-vic-3350-2018005077,PRDnationwide Ballarat,https://www.domain.com.au/real-estate-agencies/prdnationwideballarat-5808,PRD Ballarat,2.0,4,2.0,3350,House,PTSD,Vic,Echo,24,Pl,Alfredton,-37.5567306,143.7906384,,590000.0
10,13411,2018038691,https://www.domain.com.au/69-elaine-avenue-alfredton-vic-3350-2018038691,Ballarat Real Estate,https://www.domain.com.au/real-estate-agencies/ballaratrealestate-13411,Ballarat Real Estate,2.0,4,2.0,3350,House,PTSD,Vic,Elaine,69,Av,Alfredton,-37.5477596,143.794412,,685000.0
11,13411,2018009989,https://www.domain.com.au/8-prince-street-alfredton-vic-3350-2018009989,Ballarat Real Estate,https://www.domain.com.au/real-estate-agencies/ballaratrealestate-13411,Ballarat Real Estate,1.0,3,1.0,3350,House,PTSD,Vic,Prince,8,St,Alfredton,-37.5557112,143.8114595,,520000.0
12,5808,2018091371,https://www.domain.com.au/6-the-terrace-alfredton-vic-3350-2018091371,PRDnationwide Ballarat,https://www.domain.com.au/real-estate-agencies/prdnationwideballarat-5808,PRD Ballarat,2.0,4,2.0,3350,House,PTSD,Vic,The Terrace,6,,Alfredton,-37.5489321,143.7883912,,740000.0
13,6936,2017976553,https://www.domain.com.au/15a-victory-avenue-alfredton-vic-3350-2017976553,Jellis Craig Ballarat,https://www.domain.com.au/real-estate-agencies/jelliscraigballarat-6936,Jellis Craig Ballarat,2.0,3,2.0,3350,House,PTSD,Vic,Victory,15a,Av,Alfredton,-37.55422069999999,143.8092965,,575000.0
14,4586,2018046130,https://www.domain.com.au/10-rose-street-altona-vic-3018-2018046130,Ray White Altona,https://www.domain.com.au/real-estate-agencies/raywhitealtona-4586,Ray White Altona,2.0,4,8.0,3018,House,AUVB,Vic,Rose,10,St,Altona,-37.8709373,144.8194082,,
15,81,2018028580,https://www.domain.com.au/1-68-civic-parade-altona-vic-3018-2018028580,"Sweeney Altona, Altona Meadows & Altona North",https://www.domain.com.au/real-estate-agencies/sweeneyaltonaaltonameadowsaltonanorth-81,Sweeney Altona Altona Meadows & Altona North,1.0,3,1.0,3018,Unit,PTSD,Vic,Civic,68,Pde,Altona,-37.865335,144.837072,1,820000.0
16,11724,2017963483,https://www.domain.com.au/2-180-queen-street-altona-vic-3018-2017963483,Mancini Real Estate ,https://www.domain.com.au/real-estate-agencies/mancinirealestate-11724,Mancini Real Estate,1.0,2,1.0,3018,Unit,PTSD,Vic,Queen,180,St,Altona,-37.8706052,144.8228431,2,590000.0
17,1695,2018046369,https://www.domain.com.au/2-275-queen-street-altona-vic-3018-2018046369,Barlow McEwan Tribe Altona,https://www.domain.com.au/real-estate-agencies/barlowmcewantribealtona-1695,Barlow McEwan Tribe Altona,2.0,3,2.0,3018,Townhouse,PTSD,Vic,Queen,275,St,Altona,-37.87361629999999,144.8131835,2,775000.0
18,81,2018036037,https://www.domain.com.au/8a-wilga-avenue-altona-vic-3018-2018036037,"Sweeney Altona, Altona Meadows & Altona North",https://www.domain.com.au/real-estate-agencies/sweeneyaltonaaltonameadowsaltonanorth-81,Sweeney Altona Altona Meadows & Altona North,3.0,4,1.0,3018,House,PTSD,Vic,Wilga,8a,Av,Altona,-37.8732391,144.812526,,1650000.0
19,4586,2018052768,https://www.domain.com.au/1-leathers-court-altona-meadows-vic-3028-2018052768,Ray White Altona,https://www.domain.com.au/real-estate-agencies/raywhitealtona-4586,Ray White Altona,1.0,3,3.0,3028,House,AUSD,Vic,Leathers,1,Ct,Altona Meadows,-37.8838658,144.7826846,,765000.0
20,81,2018026809,https://www.domain.com.au/10-trythall-court-altona-meadows-vic-3028-2018026809,"Sweeney Altona, Altona Meadows & Altona North",https://www.domain.com.au/real-estate-agencies/sweeneyaltonaaltonameadowsaltonanorth-81,Sweeney Altona Altona Meadows & Altona North,2.0,3,2.0,3028,House,PTSD,Vic,Trythall,10,Ct,Altona Meadows,-37.8758935,144.7806669,,750000.0
21,4586,2018061939,https://www.domain.com.au/13-rymill-court-altona-north-vic-3025-2018061939,Ray White Altona,https://www.domain.com.au/real-estate-agencies/raywhitealtona-4586,Ray White Altona,2.0,3,3.0,3025,House,AUSD,Vic,Rymill,13,Ct,Altona North,-37.8314835,144.8400583,,890000.0
22,81,2017940455,https://www.domain.com.au/3-fourth-avenue-altona-north-vic-3025-2017940455,"Sweeney Altona, Altona Meadows & Altona North",https://www.domain.com.au/real-estate-agencies/sweeneyaltonaaltonameadowsaltonanorth-81,Sweeney Altona Altona Meadows & Altona North,1.0,2,2.0,3025,House,PTSD,Vic,Fourth,3,Av,Altona North,-37.8418027,144.8503262,,890000.0
23,5603,2017965310,https://www.domain.com.au/31-camp-road-anglesea-vic-3230-2017965310,Hayden Real Estate - Anglesea,https://www.domain.com.au/real-estate-agencies/haydenrealestateanglesea-5603,Hayden Real Estate - Anglesea,1.0,3,1.0,3230,House,PTSD,Vic,Camp,31,Rd,Anglesea,-38.4011772,144.1874508,,
24,20341,2017448021,https://www.domain.com.au/31-mcdougall-road-anglesea-vic-3230-2017448021,Great Ocean Properties Anglesea,https://www.domain.com.au/real-estate-agencies/greatoceanpropertiesanglesea-20341,Great Ocean Prop Anglesea,3.0,5,2.0,3230,House,PTSD,Vic,McDougall,31,Rd,Anglesea,-38.4008845,144.1922515,,1865000.0
25,6723,2018053820,https://www.domain.com.au/14-murray-street-anglesea-vic-3230-2018053820,Great Ocean Properties Aireys Inlet,https://www.domain.com.au/real-estate-agencies/greatoceanpropertiesaireysinlet-6723,Great Ocean Properties Aireys Inlet,2.0,3,2.0,3230,House,AUSD,Vic,Murray,14,St,Anglesea,-38.4122402,144.1846382,,1710000.0
26,5603,2018050625,https://www.domain.com.au/2a-third-avenue-anglesea-vic-3230-2018050625,Hayden Real Estate - Anglesea,https://www.domain.com.au/real-estate-agencies/haydenrealestateanglesea-5603,Hayden Real Estate - Anglesea,3.0,4,2.0,3230,House,AUSD,Vic,Third,2A,Av,Anglesea,-38.4207818,144.175988,,2080000.0
27,17255,2018076834,https://www.domain.com.au/291-great-ocean-road-apollo-bay-vic-3233-2018076834,Great Ocean Properties Apollo Bay,https://www.domain.com.au/real-estate-agencies/greatoceanpropertiesapollobay-17255,Great Ocean Properties Apollo Bay,2.0,3,1.0,3233,House,PTSD,Vic,Great Ocean,291,Rd,Apollo Bay,-38.7432008,143.6735346,,2200000.0
28,28360,2017950290,https://www.domain.com.au/15-burke-road-ararat-vic-3377-2017950290,Ararat Ballarat Real Estate,https://www.domain.com.au/real-estate-agencies/ararat/araratballaratrealestate,Ararat Ballarat Real Estate,2.0,4,2.0,3377,House,PTSD,Vic,Burke,15,Rd,Ararat,-37.2978168,142.935021,,
29,16946,2018012103,https://www.domain.com.au/12-george-road-ararat-vic-3377-2018012103,Nutrien Harcourts Ararat,https://www.domain.com.au/real-estate-agencies/nutrienharcourtsararat-16946,Nutrien Harcourts Ararat,2.0,3,0.0,3377,House,PTSD,Vic,George,12,Rd,Ararat,-37.2830998,142.9211687,,395000.0
30,16946,2017950396,https://www.domain.com.au/15-hakea-street-ararat-vic-3377-2017950396,Nutrien Harcourts Ararat,https://www.domain.com.au/real-estate-agencies/nutrienharcourtsararat-16946,Nutrien Harcourts Ararat,1.0,3,6.0,3377,House,PTSD,Vic,Hakea,15,St,Ararat,-37.2906267,142.9358803,,450000.0
31,28360,2017921044,https://www.domain.com.au/16-kennel-road-ararat-vic-3377-2017921044,Ararat Ballarat Real Estate,https://www.domain.com.au/real-estate-agencies/ararat/araratballaratrealestate,Ararat Ballarat Real Estate,2.0,3,2.0,3377,House,PTSD,Vic,Kennel,16,Rd,Ararat,-37.2620562,142.9194923,,800000.0
32,6472,2017874072,https://www.domain.com.au/8-mcdonald-street-ararat-vic-3377-2017874072,Ray White Ararat,https://www.domain.com.au/real-estate-agencies/raywhiteararat-6472,RW Ararat,1.0,3,2.0,3377,House,PTSD,Vic,McDonald,8,St,Ararat,-37.2751112,142.9215249,,460000.0
33,16549,2018009334,https://www.domain.com.au/2-45-chelsey-street-ardeer-vic-3022-2018009334,Raine&Horne Braybrook,https://www.domain.com.au/real-estate-agencies/rainehornebraybrook-16549,Raine&Horne Braybrook,1.0,3,2.0,3022,House,PTSD,Vic,Chelsey,45,St,Ardeer,-37.7740195,144.7979689,2,615000.0
34,8753,2017900121,https://www.domain.com.au/1-64-mclaughlin-street-ardeer-vic-3022-2017900121,Barry Plant Sunshine,https://www.domain.com.au/real-estate-agencies/barryplantsunshine-8753,Barry Plant Sunshine,1.0,2,1.0,3022,Unit,PTSD,Vic,McLaughlin,64,St,Ardeer,-37.7808685,144.8022198,1,465000.0
35,4278,2018060428,https://www.domain.com.au/12a-11-cheel-street-armadale-vic-3143-2018060428, Rodney Morley Pty Ltd,https://www.domain.com.au/real-estate-agencies/rodneymorleyptyltd-4278,Rodney Morley,1.0,2,1.0,3143,Unit,AUSD,Vic,Cheel,11,St,Armadale,-37.85734790000001,145.0194117,12A,525000.0
36,3355,2018055643,https://www.domain.com.au/303-1-evergreen-mews-armadale-vic-3143-2018055643,BigginScott Richmond,https://www.domain.com.au/real-estate-agencies/bigginscottrichmond-3355,B&S Richmond,2.0,3,2.0,3143,Unit,AUSP,Vic,Evergreen,1,Mw,Armadale,-37.8514474,145.0122849,303,930000.0
37,33305,2018062879,https://www.domain.com.au/27-60-wattletree-road-armadale-vic-3143-2018062879,WHITEFOX Apartments,https://www.domain.com.au/real-estate-agencies/whitefoxapartments-33305,White Fox ; Sydney St,1.0,2,1.0,3143,Unit,AUSP,Vic,Wattletree,60,Rd,Armadale,-37.8619226,145.0210879,27,
38,24974,2017329218,https://www.domain.com.au/4-20-denbigh-road-armadale-vic-3143-2017329218,LITTLE Real Estate Victoria,https://www.domain.com.au/real-estate-agencies/littlerealestatevictoria-24974,LITTLE Real Estate Victoria,1.0,2,1.0,3143,Unit,PTSD,Vic,Denbigh,20,Rd,Armadale,-37.85903709999999,145.0157309,4,
39,30898,2017934161,https://www.domain.com.au/1002-8a-evergreen-mews-armadale-vic-3143-2017934161,Upside - National,https://www.domain.com.au/real-estate-agencies/upsidenational-30898,Upside - National,2.0,3,2.0,3143,Unit,PTSD,Vic,Evergreen,8a,Mw,Armadale,-37.8514077,145.0137458,1002,
40,26689,2017518505,https://www.domain.com.au/305-8e-evergreen-mews-armadale-vic-3143-2017518505,First National Avant,https://www.domain.com.au/real-estate-agencies/firstnationalavant-26689,FN Avant,2.0,2,1.0,3143,Unit,PTSD,Vic,Evergreen,8e,Mw,Armadale,-37.8520568,145.0143411,305,
41,3712,2018008934,https://www.domain.com.au/6-22-myamyn-street-armadale-vic-3143-2018008934,Belle Property Glen Iris,https://www.domain.com.au/real-estate-agencies/bellepropertygleniris-3712,Belle Property Glen Iris,1.0,2,1.0,3143,Unit,PTSD,Vic,Myamyn,22-24,St,Armadale,-37.8557796,145.0286888,6,
42,3703,2018055714,https://www.domain.com.au/14-54-sutherland-road-armadale-vic-3143-2018055714,Belle Property Armadale,https://www.domain.com.au/real-estate-agencies/bellepropertyarmadale-3703,Belle Property Armadale,1.0,1,1.0,3143,Unit,PTSD,Vic,Sutherland,54,Rd,Armadale,-37.8577128,145.0176897,14,430000.0
43,27926,2017919287,https://www.domain.com.au/53-ambrosia-drive-armstrong-creek-vic-3217-2017919287,Hayeswinckle Newtown,https://www.domain.com.au/real-estate-agencies/hayeswincklenewtown-27926,Hayeswinckle Newtown,2.0,4,2.0,3217,House,PTSD,Vic,Ambrosia,53,Dr,Armstrong Creek,-38.2383752,144.3641586,,
44,16985,2017963600,https://www.domain.com.au/49-raleigh-circuit-armstrong-creek-vic-3217-2017963600,Buxton Highton,https://www.domain.com.au/real-estate-agencies/buxtonhighton-16985,Buxton - Highton,2.0,4,2.0,3217,House,PTSD,Vic,Raleigh,49,Cct,Armstrong Creek,-38.2245372,144.3484371,,815000.0
45,26120,2018053115,https://www.domain.com.au/10-stein-avenue-armstrong-creek-vic-3217-2018053115,Armstrong Real Estate,https://www.domain.com.au/real-estate-agencies/armstrongrealestate-26120,Armstrong Creek Development Corpora,2.0,3,1.0,3217,House,PTSD,Vic,Stein,10,Av,Armstrong Creek,-38.241243,144.3393884,,635000.0
46,33086,2018064348,https://www.domain.com.au/2-dunscombe-avenue-ashburton-vic-3147-2018064348,Shelter Real Estate,https://www.domain.com.au/real-estate-agencies/shelterrealestate-33086,Shelter Real Estate,3.0,4,2.0,3147,House,AUHB,Vic,Dunscombe,2,Av,Ashburton,-37.8613211,145.0919411,,2295000.0
47,4450,2018062808,https://www.domain.com.au/61a-victory-boulevard-ashburton-vic-3147-2018062808,Marshall White Stonnington,https://www.domain.com.au/real-estate-agencies/marshallwhitestonnington-4450,Marshall White Stonnington,2.0,3,2.0,3147,House,AUSD,Vic,Victory,61A,Bvd,Ashburton,-37.8699271,145.0826344,,1762500.0
48,5489,2018061087,https://www.domain.com.au/5-winifred-crescent-ashburton-vic-3147-2018061087, Jellis Craig Stonnington,https://www.domain.com.au/real-estate-agencies/jelliscraigstonnington-5489,Jellis Craig Stonnington,2.0,3,2.0,3147,House,AUSD,Vic,Winifred,5,Cr,Ashburton,-37.8663841,145.0667166,,
49,35982,2018000409,https://www.domain.com.au/10-keyes-street-ashburton-vic-3147-2018000409,Ray White Ashburton,https://www.domain.com.au/real-estate-agencies/raywhiteashburton-35982,RW Ashburton,1.0,3,2.0,3147,House,PTSD,Vic,Keyes,10,St,Ashburton,-37.867133,145.0729197,,
50,3524,2017989739,https://www.domain.com.au/2-24-sunderland-avenue-ashburton-vic-3147-2017989739,JA CAIN,https://www.domain.com.au/real-estate-agencies/jacain-3524,J A Cain,1.0,2,1.0,3147,House,PTSD,Vic,Sunderland,24,Av,Ashburton,-37.8696053,145.089291,2,
51,16215,2018061099,https://www.domain.com.au/1-coleman-road-aspendale-vic-3195-2018061099,Barry Plant Bayside,https://www.domain.com.au/real-estate-agencies/barryplantbayside-16215,BP Bayside,2.0,4,2.0,3195,House,AUHB,Vic,Coleman,1,Rd,Aspendale,-38.0127031,145.0898512,,1610000.0
52,3937,2018034445,https://www.domain.com.au/15-nirringa-avenue-aspendale-vic-3195-2018034445,Buxton Real Estate Mentone,https://www.domain.com.au/real-estate-agencies/buxtonrealestatementone-3937,Buxton Mentone,1.0,3,2.0,3195,House,PTSD,Vic,Nirringa,15,Av,Aspendale,-38.023055,145.1064413,,1075000.0
53,31225,2017969538,https://www.domain.com.au/33-kearney-drive-aspendale-gardens-vic-3195-2017969538,Area Specialist Keysborough,https://www.domain.com.au/real-estate-agencies/areaspecialistkeysborough-31225,Area Specialist Keysborough,1.0,3,1.0,3195,House,PTSD,Vic,Kearney,33,Dr,Aspendale Gardens,-38.0192017,145.1102338,,916000.0
54,11740,2018048607,https://www.domain.com.au/13-madeline-court-avondale-heights-vic-3034-2018048607,Moonee Valley Real Estate,https://www.domain.com.au/real-estate-agencies/mooneevalleyrealestate,Moonee Valley Real Estate,3.0,4,2.0,3034,House,AUSP,Vic,Madeline,13,Ct,Avondale Heights,-37.7533477,144.865494,,1340000.0
55,15596,2018065061,https://www.domain.com.au/63-wood-street-avondale-heights-vic-3034-2018065061,Nelson Alexander Keilor East,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkeiloreast-15596,Nelson Alexander Keilor East,1.0,3,1.0,3034,House,AUSD,Vic,Wood,63,St,Avondale Heights,-37.7676093,144.8554606,,720000.0
56,27626,2017993010,https://www.domain.com.au/45-brentwood-drive-avondale-heights-vic-3034-2017993010,Barry Plant Keilor East,https://www.domain.com.au/real-estate-agencies/barryplantkeiloreast-27626,Barry Plant Keilor East,3.0,4,1.0,3034,House,PTSD,Vic,Brentwood,45,Dr,Avondale Heights,-37.7704708,144.8532048,,1225000.0
57,24039,2017937848,https://www.domain.com.au/2-26-military-road-avondale-heights-vic-3034-2017937848,Harcourts Vision,https://www.domain.com.au/real-estate-agencies/harcourtsvision-24039,HAR Vision,3.0,4,2.0,3034,House,PTSD,Vic,Military,26,Rd,Avondale Heights,-37.7685649,144.8650643,1,1010000.0
58,33675,2018052239,https://www.domain.com.au/4-gunsynd-court-bacchus-marsh-vic-3340-2018052239,Ray White Bacchus Marsh,https://www.domain.com.au/real-estate-agencies/raywhitebacchusmarsh-33675,RW Bacchus Marsh,2.0,4,2.0,3340,House,PTSD,Vic,Gunsynd,4,Ct,Bacchus Marsh,-37.6751033,144.4184875,,595000.0
59,31174,2017918405,https://www.domain.com.au/49-mccullagh-street-bacchus-marsh-vic-3340-2017918405,YPA Estate Agents Bacchus Marsh,https://www.domain.com.au/real-estate-agencies/ypaestateagentsbacchusmarsh-31174,YPA Estate Agents Bacchus Marsh,2.0,3,2.0,3340,House,PTSD,Vic,McCullagh,49,St,Bacchus Marsh,-37.6665951,144.4241689,,665000.0
60,6643,2017791672,https://www.domain.com.au/8-millbank-street-bacchus-marsh-vic-3340-2017791672,Arbee Real Estate,https://www.domain.com.au/real-estate-agencies/arbeerealestate-6643,Arbee Real Estate,2.0,4,3.0,3340,House,PTSD,Vic,Millbank,8,St,Bacchus Marsh,-37.6760814,144.4336216,,794000.0
61,28914,2018017814,https://www.domain.com.au/2-22-patterson-street-bacchus-marsh-vic-3340-2018017814,Reliance Real Estate Melton,https://www.domain.com.au/real-estate-agencies/melton/reliancerealestatemelton,Reliance Real Estate Melton,2.0,3,2.0,3340,Townhouse,PTSD,Vic,Patterson,22,St,Bacchus Marsh,-37.6717054,144.4335568,2,650000.0
62,16259,2018031100,https://www.domain.com.au/26-omonia-drive-badger-creek-vic-3777-2018031100,First National Real Estate Mark Gunther,https://www.domain.com.au/real-estate-agencies/firstnationalrealestatemarkgunther-16259,Mark Gunther First National,2.0,3,2.0,3777,House,PTSD,Vic,Omonia,26,Dr,Badger Creek,-37.6889059,145.5502602,,856000.0
63,26483,2018113132,https://www.domain.com.au/6-kingfisher-road-bairnsdale-vic-3875-2018113132,King & Heath First National Bairnsdale,https://www.domain.com.au/real-estate-agencies/kingheathfirstnationalbairnsdale-26483,King and Heath First National Bairnsdale,2.0,4,0.0,3875,House,PTSD,Vic,Kingfisher,6,Rd,Bairnsdale,-37.8367397,147.5770623,,
64,15133,2018060849,https://www.domain.com.au/72-moroney-street-bairnsdale-vic-3875-2018060849,OBrien Real Estate Bairnsdale,https://www.domain.com.au/real-estate-agencies/obrienrealestatebairnsdale-15133,OBrien Real Estate Bairnsdale,1.0,3,1.0,3875,House,PTSD,Vic,Moroney,72,St,Bairnsdale,-37.82161139999999,147.6045328,,420000.0
65,17566,2018065059,https://www.domain.com.au/16a-nelson-street-balaclava-vic-3183-2018065059,Jellis Craig Port Phillip,https://www.domain.com.au/real-estate-agencies/jelliscraigportphillip-17566,Jellis Craig Port Phillip Pty Ltd,1.0,2,0.0,3183,House,AUHB,Vic,Nelson,16A,St,Balaclava,-37.8670701,144.9937491,,
66,2783,2017977238,https://www.domain.com.au/19-grosvenor-street-balaclava-vic-3183-2017977238,Cayzer Real Estate Albert Park,https://www.domain.com.au/real-estate-agencies/cayzerrealestatealbertpark-2783,Cayzer Real Estate Albert Park,3.0,4,1.0,3183,House,PTSD,Vic,Grosvenor,19,St,Balaclava,-37.8724263,144.9915407,,
67,26351,2018016543,https://www.domain.com.au/3-247-inkerman-street-st-kilda-east-vic-3183-2018016543,  Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-26351,Gary Peer,1.0,2,0.0,3183,Unit,PTSD,Vic,Inkerman,247,St,Balaclava,-37.86566450000001,144.9918565,3,
68,13964,2018046122,https://www.domain.com.au/423-drummond-street-south-ballarat-central-vic-3350-2018046122,Harcourts Ballarat,https://www.domain.com.au/real-estate-agencies/harcourtsballarat-13964,HAR Ballarat,1.0,2,1.0,3350,Townhouse,PTSD,Vic,Drummond,423,St S,Ballarat Central,-37.571009,143.8458458,,390000.0
69,5808,2017841654,https://www.domain.com.au/308-urquhart-street-ballarat-central-vic-3350-2017841654,PRDnationwide Ballarat,https://www.domain.com.au/real-estate-agencies/prdnationwideballarat-5808,PRD Ballarat,1.0,3,2.0,3350,House,PTSD,Vic,Urquhart,308,St,Ballarat Central,-37.5670827,143.8485782,,625000.0
70,13411,2018024236,https://www.domain.com.au/613-urquhart-street-ballarat-central-vic-3350-2018024236,Ballarat Real Estate,https://www.domain.com.au/real-estate-agencies/ballaratrealestate-13411,Ballarat Real Estate,1.0,4,1.0,3350,House,PTSD,Vic,Urquhart,613,St,Ballarat Central,-37.567042,143.843529,,600000.0
71,26896,2017949558,https://www.domain.com.au/1010-armstrong-street-ballarat-north-vic-3350-2017949558,Buxton Ballarat,https://www.domain.com.au/real-estate-agencies/buxtonballarat-26896,Buxton Ballarat,2.0,4,4.0,3350,House,PTSD,Vic,Armstrong,1010,St N,Ballarat North,-37.5404401,143.8606298,,520000.0
72,13411,2018053145,https://www.domain.com.au/18-botanic-drive-ballarat-north-vic-3350-2018053145,Ballarat Real Estate,https://www.domain.com.au/real-estate-agencies/ballaratrealestate-13411,Ballarat Real Estate,2.0,4,6.0,3350,House,PTSD,Vic,Botanic,18,Dr,Ballarat North,-37.5356747,143.8730652,,875000.0
73,5808,2018025696,https://www.domain.com.au/27-pinevale-way-ballarat-north-vic-3350-2018025696,PRDnationwide Ballarat,https://www.domain.com.au/real-estate-agencies/prdnationwideballarat-5808,PRD Ballarat,2.0,4,2.0,3350,House,PTSD,Vic,Pinevale,27,Wy,Ballarat North,-37.5340336,143.8720677,,700000.0
74,13411,2018067398,https://www.domain.com.au/1-321-walker-street-ballarat-north-vic-3350-2018067398,Ballarat Real Estate,https://www.domain.com.au/real-estate-agencies/ballaratrealestate-13411,Ballarat Real Estate,1.0,3,2.0,3350,Unit,PTSD,Vic,Walker,321,St,Ballarat North,-37.5427733,143.8682839,1,480000.0
75,26896,2018053195,https://www.domain.com.au/1-6-walsh-avenue-ballarat-north-vic-3350-2018053195,Buxton Ballarat,https://www.domain.com.au/real-estate-agencies/buxtonballarat-26896,Buxton Ballarat,1.0,2,0.0,3350,House,PTSD,Vic,Walsh,6,Av,Ballarat North,-37.5387813,143.8582957,1,
76,16708,2017995293,https://www.domain.com.au/6-capitol-avenue-balnarring-vic-3926-2017995293,Harcourts JT & Co,https://www.domain.com.au/real-estate-agencies/harcourtsjtco-16708,HAR JT & Co,1.0,3,0.0,3926,House,PTSD,Vic,Capitol,6,Av,Balnarring,-38.3767874,145.1251898,,1050000.0
77,31086,2018071715,https://www.domain.com.au/1-15-stumpy-gully-road-balnarring-vic-3926-2018071715,Homes & Acreage Pty Ltd,https://www.domain.com.au/real-estate-agencies/homesacreageptyltd-31086,Homes & Acreage Pty Ltd,2.0,4,2.0,3926,House,PTSD,Vic,Stumpy Gully,15,Rd,Balnarring,-38.3722838,145.1267373,1,1800000.0
78,6525,2017971522,https://www.domain.com.au/1-8-parring-road-balwyn-vic-3103-2017971522, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,Jellis Craig Balwyn,1.0,2,2.0,3103,Villa,PTSD,Vic,Parring,8,Rd,Balwyn,-37.8125911,145.0912071,1,
79,3714,2017857164,https://www.domain.com.au/2-16-vauxhall-road-balwyn-vic-3103-2017857164,RT Edgar Boroondara,https://www.domain.com.au/real-estate-agencies/rtedgarboroondara-3714,RT Edgar Boroondara,4.0,4,2.0,3103,Townhouse,PTSD,Vic,Vauxhall,16,Rd,Balwyn,-37.8174828,145.0835176,2,
80,20157,2016661314,https://www.domain.com.au/608-188-whitehorse-road-balwyn-vic-3103-2016661314,Jellis Craig Whitehorse,https://www.domain.com.au/real-estate-agencies/jelliscraigwhitehorse-20157,Jellis Craig Whitehorse,1.0,1,1.0,3103,Unit,PTSD,Vic,Whitehorse,188,Rd,Balwyn,-37.8124498,145.0757629,608,400000.0
81,36453,2018061044,https://www.domain.com.au/5-bernard-street-balwyn-north-vic-3104-2018061044,Jellis Craig Balwyn,https://www.domain.com.au/real-estate-agencies/jelliscraigbalwyn-36453,Jellis Craig Balwyn,2.0,5,3.0,3104,House,AUSN,Vic,Bernard,5,St,Balwyn North,-37.7863984,145.0785631,,
82,4339,2018066033,https://www.domain.com.au/31-dight-avenue-balwyn-north-vic-3104-2018066033,Fletchers Balwyn North,https://www.domain.com.au/real-estate-agencies/fletchersbalwynnorth-4339,Fletchers Balwyn North,2.0,5,2.0,3104,House,AUSN,Vic,Dight,31,Av,Balwyn North,-37.7977413,145.0803941,,
